date,hits,keyword,geo,time,gprop,category
2023-07-30T00:00:00Z,1,Harris,US,today+5-y,web,0
2023-08-06T00:00:00Z,1,Harris,US,today+5-y,web,0
2023-08-13T00:00:00Z,1,Harris,US,today+5-y,web,0
2023-08-20T00:00:00Z,1,Harris,US,today+5-y,web,0
2023-08-27T00:00:00Z,1,Harris,US,today+5-y,web,0
2023-09-03T00:00:00Z,1,Harris,US,today+5-y,web,0
2023-09-10T00:00:00Z,1,Harris,US,today+5-y,web,0
2023-09-17T00:00:00Z,1,Harris,US,today+5-y,web,0
2023-09-24T00:00:00Z,1,Harris,US,today+5-y,web,0
2023-10-01T00:00:00Z,1,Harris,US,today+5-y,web,0
2023-10-08T00:00:00Z,1,Harris,US,today+5-y,web,0
2023-10-15T00:00:00Z,1,Harris,US,today+5-y,web,0
2023-10-22T00:00:00Z,1,Harris,US,today+5-y,web,0
2023-10-29T00:00:00Z,1,Harris,US,today+5-y,web,0
2023-11-05T00:00:00Z,1,Harris,US,today+5-y,web,0
2023-11-12T00:00:00Z,1,Harris,US,today+5-y,web,0
2023-11-19T00:00:00Z,1,Harris,US,today+5-y,web,0
2023-11-26T00:00:00Z,1,Harris,US,today+5-y,web,0
2023-12-03T00:00:00Z,1,Harris,US,today+5-y,web,0
2023-12-10T00:00:00Z,1,Harris,US,today+5-y,web,0
2023-12-17T00:00:00Z,1,Harris,US,today+5-y,web,0
2023-12-24T00:00:00Z,1,Harris,US,today+5-y,web,0
2023-12-31T00:00:00Z,1,Harris,US,today+5-y,web,0
2024-01-07T00:00:00Z,1,Harris,US,today+5-y,web,0
2024-01-14T00:00:00Z,1,Harris,US,today+5-y,web,0
2024-01-21T00:00:00Z,1,Harris,US,today+5-y,web,0
2024-01-28T00:00:00Z,1,Harris,US,today+5-y,web,0
2024-02-04T00:00:00Z,1,Harris,US,today+5-y,web,0
2024-02-11T00:00:00Z,1,Harris,US,today+5-y,web,0
2024-02-18T00:00:00Z,1,Harris,US,today+5-y,web,0
2024-02-25T00:00:00Z,1,Harris,US,today+5-y,web,0
2024-03-03T00:00:00Z,1,Harris,US,today+5-y,web,0
2024-03-10T00:00:00Z,1,Harris,US,today+5-y,web,0
2024-03-17T00:00:00Z,1,Harris,US,today+5-y,web,0
2024-03-24T00:00:00Z,1,Harris,US,today+5-y,web,0
2024-03-31T00:00:00Z,1,Harris,US,today+5-y,web,0
2024-04-07T00:00:00Z,1,Harris,US,today+5-y,web,0
2024-04-14T00:00:00Z,1,Harris,US,today+5-y,web,0
2024-04-21T00:00:00Z,1,Harris,US,today+5-y,web,0
2024-04-28T00:00:00Z,1,Harris,US,today+5-y,web,0
2024-05-05T00:00:00Z,1,Harris,US,today+5-y,web,0
2024-05-12T00:00:00Z,1,Harris,US,today+5-y,web,0
2024-05-19T00:00:00Z,1,Harris,US,today+5-y,web,0
2024-05-26T00:00:00Z,1,Harris,US,today+5-y,web,0
2024-06-02T00:00:00Z,1,Harris,US,today+5-y,web,0
2024-06-09T00:00:00Z,1,Harris,US,today+5-y,web,0
2024-06-16T00:00:00Z,1,Harris,US,today+5-y,web,0
2024-06-23T00:00:00Z,1,Harris,US,today+5-y,web,0
2024-06-30T00:00:00Z,1,Harris,US,today+5-y,web,0
